<Frame>: 0 Lunar_Safety_orange
-91.708191 19.653812 -29.988087
-91.706894 19.659585 -29.989384
-91.713966 19.649585 -29.982313
-91.706894 19.652514 -29.982313
-91.708191 19.653812 -29.988087
-91.713966 19.652514 -29.989384
-91.703964 19.803544 -29.982313
-91.706894 19.810615 -29.982313
-91.708191 19.809318 -29.988087
-91.706894 19.803544 -29.989384
-91.713966 19.813544 -29.982313
-91.713966 19.810615 -29.989384
-91.708191 19.809318 -29.988087
-91.706894 19.810615 -29.982313
-91.713966 19.803544 -29.992313
-91.706894 19.803544 -29.989384
-91.708191 19.809318 -29.988087
-91.713966 19.810615 -29.989384
-92.286034 19.659585 -29.967312
-92.286034 19.652514 -29.970242
-92.291809 19.653812 -29.971539
-92.293106 19.659585 -29.970242
-92.286034 19.649585 -29.977312
-92.293106 19.652514 -29.977312
-92.291809 19.653812 -29.971539
-92.286034 19.652514 -29.970242
-92.296036 19.659585 -29.977312
-92.293106 19.659585 -29.970242
-92.291809 19.653812 -29.971539
-92.293106 19.652514 -29.977312
-92.286034 19.803544 -29.967312
-92.293106 19.803544 -29.970242
-92.291809 19.809318 -29.971539
-92.286034 19.810615 -29.970242
-92.296036 19.803544 -29.977312
-92.293106 19.810615 -29.977312
-92.291809 19.809318 -29.971539
-92.293106 19.803544 -29.970242
-92.286034 19.813544 -29.977312
-92.286034 19.810615 -29.970242
-92.291809 19.809318 -29.971539
-92.293106 19.810615 -29.977312
-92.296036 19.659585 -29.982313
-92.293106 19.652514 -29.982313
-92.291809 19.653812 -29.988087
-92.293106 19.659585 -29.989384
-92.286034 19.649585 -29.982313
-92.286034 19.652514 -29.989384
-92.291809 19.653812 -29.988087
-92.293106 19.652514 -29.982313
-92.286034 19.659585 -29.992313
-92.293106 19.659585 -29.989384
-92.291809 19.653812 -29.988087
-92.286034 19.652514 -29.989384
-92.286034 19.803544 -29.992313
-92.286034 19.810615 -29.989384
-92.291809 19.809318 -29.988087
-92.293106 19.803544 -29.989384
-92.286034 19.813544 -29.982313
-92.293106 19.810615 -29.982313
-92.291809 19.809318 -29.988087
-92.286034 19.810615 -29.989384
-92.296036 19.803544 -29.982313
-92.293106 19.803544 -29.989384
-92.291809 19.809318 -29.988087
-92.293106 19.810615 -29.982313
-91.703964 19.659585 -29.977312
-91.703964 19.659585 -29.982313
-91.706894 19.652514 -29.982313
-91.706894 19.652514 -29.977312
-91.706894 19.652514 -29.977312
-91.713966 19.649585 -29.982313
-91.713966 19.649585 -29.977312
-91.713966 19.649585 -29.977312
-92.286034 19.649585 -29.977312
-92.286034 19.652514 -29.970242
-91.713966 19.652514 -29.970242
-91.713966 19.652514 -29.970242
-92.286034 19.652514 -29.970242
-92.286034 19.659585 -29.967312
-91.713966 19.659585 -29.967312
-92.286034 19.649585 -29.977312
-92.286034 19.649585 -29.982313
-92.293106 19.652514 -29.982313
-92.293106 19.652514 -29.977312
-92.293106 19.652514 -29.982313
-92.296036 19.659585 -29.982313
-92.296036 19.659585 -29.977312
-91.713966 19.659585 -29.992313
-92.286034 19.659585 -29.992313
-92.286034 19.652514 -29.989384
-91.713966 19.652514 -29.989384
-91.713966 19.652514 -29.989384
-92.286034 19.652514 -29.989384
-92.286034 19.649585 -29.982313
-91.713966 19.649585 -29.982313
-91.713966 19.803544 -29.967312
-92.286034 19.803544 -29.967312
-92.286034 19.810615 -29.970242
-91.713966 19.810615 -29.970242
-91.713966 19.810615 -29.970242
-92.286034 19.810615 -29.970242
-92.286034 19.813544 -29.977312
-91.713966 19.813544 -29.977312
-91.713966 19.813544 -29.977312
-91.713966 19.813544 -29.982313
-91.706894 19.810615 -29.982313
-91.706894 19.810615 -29.977312
-91.706894 19.810615 -29.982313
-91.703964 19.803544 -29.982313
-91.703964 19.803544 -29.977312
-91.713966 19.813544 -29.982313
-92.286034 19.813544 -29.982313
-92.286034 19.810615 -29.989384
-91.713966 19.810615 -29.989384
-91.713966 19.810615 -29.989384
-92.286034 19.810615 -29.989384
-92.286034 19.803544 -29.992313
-91.713966 19.803544 -29.992313
-92.296036 19.803544 -29.977312
-92.296036 19.803544 -29.982313
-92.293106 19.810615 -29.982313
-92.293106 19.810615 -29.977312
-92.293106 19.810615 -29.977312
-92.286034 19.813544 -29.982313
-92.286034 19.813544 -29.977312
-91.713966 19.659585 -29.967312
-91.713966 19.803544 -29.967312
-91.706894 19.803544 -29.970242
-91.706894 19.659585 -29.970242
-91.706894 19.659585 -29.970242
-91.706894 19.803544 -29.970242
-91.703964 19.803544 -29.977312
-91.703964 19.659585 -29.977312
-92.296036 19.659585 -29.977312
-92.296036 19.803544 -29.977312
-92.293106 19.803544 -29.970242
-92.293106 19.659585 -29.970242
-92.293106 19.659585 -29.970242
-92.293106 19.803544 -29.970242
-92.286034 19.803544 -29.967312
-92.286034 19.659585 -29.967312
-91.703964 19.659585 -29.982313
-91.703964 19.803544 -29.982313
-91.706894 19.803544 -29.989384
-91.706894 19.659585 -29.989384
-91.706894 19.659585 -29.989384
-91.706894 19.803544 -29.989384
-91.713966 19.803544 -29.992313
-91.713966 19.659585 -29.992313
-92.286034 19.659585 -29.992313
-92.286034 19.803544 -29.992313
-92.293106 19.803544 -29.989384
-92.293106 19.659585 -29.989384
-92.293106 19.659585 -29.989384
-92.293106 19.803544 -29.989384
-92.296036 19.803544 -29.982313
-92.296036 19.659585 -29.982313
-91.703964 19.659585 -29.977312
-91.703964 19.803544 -29.977312
-91.703964 19.803544 -29.982313
-91.703964 19.659585 -29.982313
15.250000 20.558000 -36.091499
14.750000 20.558000 -36.091499
14.750000 20.682000 -36.091499
15.250000 20.682000 -36.091499
15.250000 20.558000 -36.116501
15.250000 20.682000 -36.116501
14.750000 20.682000 -36.116501
14.750000 20.558000 -36.116501
15.250000 20.692000 -36.101501
14.750000 20.692000 -36.101501
14.750000 20.692000 -36.106499
15.250000 20.692000 -36.106499
14.740000 20.558000 -36.101501
14.740000 20.558000 -36.106499
14.740000 20.682000 -36.106499
14.740000 20.682000 -36.101501
15.250000 20.548000 -36.101501
15.250000 20.548000 -36.106499
14.750000 20.548000 -36.106499
14.750000 20.548000 -36.101501
15.260000 20.558000 -36.101501
15.257071 20.550929 -36.101501
15.255774 20.552227 -36.095726
15.257071 20.558000 -36.094429
15.250000 20.548000 -36.101501
15.250000 20.550929 -36.094429
15.255774 20.552227 -36.095726
15.257071 20.550929 -36.101501
15.250000 20.558000 -36.091499
15.257071 20.558000 -36.094429
15.255774 20.552227 -36.095726
15.250000 20.550929 -36.094429
15.250000 20.682000 -36.091499
15.250000 20.689071 -36.094429
15.255774 20.687773 -36.095726
15.257071 20.682000 -36.094429
15.250000 20.692000 -36.101501
15.257071 20.689071 -36.101501
15.255774 20.687773 -36.095726
15.250000 20.689071 -36.094429
15.260000 20.682000 -36.101501
15.257071 20.682000 -36.094429
15.255774 20.687773 -36.095726
15.257071 20.689071 -36.101501
15.260000 20.558000 -36.106499
15.257071 20.558000 -36.113571
15.255774 20.552227 -36.112274
15.257071 20.550929 -36.106499
15.250000 20.558000 -36.116501
15.250000 20.550929 -36.113571
15.255774 20.552227 -36.112274
15.257071 20.558000 -36.113571
15.250000 20.548000 -36.106499
15.257071 20.550929 -36.106499
15.255774 20.552227 -36.112274
15.250000 20.550929 -36.113571
15.260000 20.682000 -36.106499
15.257071 20.689071 -36.106499
15.255774 20.687773 -36.112274
15.257071 20.682000 -36.113571
15.250000 20.692000 -36.106499
15.250000 20.689071 -36.113571
15.255774 20.687773 -36.112274
15.257071 20.689071 -36.106499
15.250000 20.682000 -36.116501
15.257071 20.682000 -36.113571
15.255774 20.687773 -36.112274
15.250000 20.689071 -36.113571
14.750000 20.558000 -36.091499
14.750000 20.550929 -36.094429
14.744226 20.552227 -36.095726
14.742929 20.558000 -36.094429
14.750000 20.548000 -36.101501
14.742929 20.550929 -36.101501
14.744226 20.552227 -36.095726
14.750000 20.550929 -36.094429
14.740000 20.558000 -36.101501
14.742929 20.558000 -36.094429
14.744226 20.552227 -36.095726
14.742929 20.550929 -36.101501
14.750000 20.682000 -36.091499
14.742929 20.682000 -36.094429
14.744226 20.687773 -36.095726
14.750000 20.689071 -36.094429
14.740000 20.682000 -36.101501
14.742929 20.689071 -36.101501
14.744226 20.687773 -36.095726
14.742929 20.682000 -36.094429
14.750000 20.692000 -36.101501
14.750000 20.689071 -36.094429
14.744226 20.687773 -36.095726
14.742929 20.689071 -36.101501
14.740000 20.558000 -36.106499
14.742929 20.550929 -36.106499
14.744226 20.552227 -36.112274
14.742929 20.558000 -36.113571
14.750000 20.548000 -36.106499
14.750000 20.550929 -36.113571
14.744226 20.552227 -36.112274
14.742929 20.550929 -36.106499
14.750000 20.558000 -36.116501
14.742929 20.558000 -36.113571
14.744226 20.552227 -36.112274
14.750000 20.550929 -36.113571
14.750000 20.682000 -36.116501
14.750000 20.689071 -36.113571
14.744226 20.687773 -36.112274
14.742929 20.682000 -36.113571
14.750000 20.692000 -36.106499
14.742929 20.689071 -36.106499
14.744226 20.687773 -36.112274
14.750000 20.689071 -36.113571
14.740000 20.682000 -36.106499
14.742929 20.682000 -36.113571
14.744226 20.687773 -36.112274
14.742929 20.689071 -36.106499
15.260000 20.558000 -36.101501
15.260000 20.558000 -36.106499
15.257071 20.550929 -36.106499
15.257071 20.550929 -36.101501
15.250000 20.548000 -36.106499
15.250000 20.548000 -36.101501
15.250000 20.548000 -36.101501
14.750000 20.548000 -36.101501
14.750000 20.550929 -36.094429
15.250000 20.550929 -36.094429
15.250000 20.550929 -36.094429
14.750000 20.550929 -36.094429
14.750000 20.558000 -36.091499
15.250000 20.558000 -36.091499
14.750000 20.548000 -36.101501
14.750000 20.548000 -36.106499
14.742929 20.550929 -36.106499
14.742929 20.550929 -36.101501
14.740000 20.558000 -36.106499
14.740000 20.558000 -36.101501
15.250000 20.558000 -36.116501
14.750000 20.558000 -36.116501
14.750000 20.550929 -36.113571
15.250000 20.550929 -36.113571
15.250000 20.550929 -36.113571
14.750000 20.550929 -36.113571
14.750000 20.548000 -36.106499
15.250000 20.548000 -36.106499
15.250000 20.682000 -36.091499
14.750000 20.682000 -36.091499
14.750000 20.689071 -36.094429
15.250000 20.689071 -36.094429
15.250000 20.689071 -36.094429
14.750000 20.689071 -36.094429
14.750000 20.692000 -36.101501
15.250000 20.692000 -36.101501
15.250000 20.692000 -36.101501
15.250000 20.692000 -36.106499
15.257071 20.689071 -36.106499
15.257071 20.689071 -36.101501
15.260000 20.682000 -36.106499
15.260000 20.682000 -36.101501
15.250000 20.692000 -36.106499
14.750000 20.692000 -36.106499
14.750000 20.689071 -36.113571
15.250000 20.689071 -36.113571
15.250000 20.689071 -36.113571
14.750000 20.689071 -36.113571
14.750000 20.682000 -36.116501
15.250000 20.682000 -36.116501
14.740000 20.682000 -36.101501
14.740000 20.682000 -36.106499
14.742929 20.689071 -36.106499
14.742929 20.689071 -36.101501
14.750000 20.692000 -36.106499
14.750000 20.692000 -36.101501
15.250000 20.558000 -36.091499
15.250000 20.682000 -36.091499
15.257071 20.682000 -36.094429
15.257071 20.558000 -36.094429
15.257071 20.558000 -36.094429
15.257071 20.682000 -36.094429
15.260000 20.682000 -36.101501
15.260000 20.558000 -36.101501
14.740000 20.558000 -36.101501
14.740000 20.682000 -36.101501
14.742929 20.682000 -36.094429
14.742929 20.558000 -36.094429
14.742929 20.558000 -36.094429
14.742929 20.682000 -36.094429
14.750000 20.682000 -36.091499
14.750000 20.558000 -36.091499
15.260000 20.558000 -36.106499
15.260000 20.682000 -36.106499
15.257071 20.682000 -36.113571
15.257071 20.558000 -36.113571
15.257071 20.558000 -36.113571
15.257071 20.682000 -36.113571
15.250000 20.682000 -36.116501
15.250000 20.558000 -36.116501
14.750000 20.558000 -36.116501
14.750000 20.682000 -36.116501
14.742929 20.682000 -36.113571
14.742929 20.558000 -36.113571
14.742929 20.558000 -36.113571
14.742929 20.682000 -36.113571
14.740000 20.682000 -36.106499
14.740000 20.558000 -36.106499
15.260000 20.558000 -36.101501
15.260000 20.682000 -36.101501
15.260000 20.682000 -36.106499
15.260000 20.558000 -36.106499
-16.750000 20.558000 -38.091499
-17.250000 20.558000 -38.091499
-17.250000 20.682000 -38.091499
-16.750000 20.682000 -38.091499
-16.750000 20.558000 -38.116501
-16.750000 20.682000 -38.116501
-17.250000 20.682000 -38.116501
-17.250000 20.558000 -38.116501
-16.750000 20.692000 -38.101501
-17.250000 20.692000 -38.101501
-17.250000 20.692000 -38.106499
-16.750000 20.692000 -38.106499
-17.260000 20.558000 -38.101501
-17.260000 20.558000 -38.106499
-17.260000 20.682000 -38.106499
-17.260000 20.682000 -38.101501
-16.750000 20.548000 -38.101501
-16.750000 20.548000 -38.106499
-17.250000 20.548000 -38.106499
-17.250000 20.548000 -38.101501
-16.740000 20.558000 -38.101501
-16.742929 20.550929 -38.101501
-16.744226 20.552227 -38.095726
-16.742929 20.558000 -38.094429
-16.750000 20.548000 -38.101501
-16.750000 20.550929 -38.094429
-16.744226 20.552227 -38.095726
-16.742929 20.550929 -38.101501
-16.750000 20.558000 -38.091499
-16.742929 20.558000 -38.094429
-16.744226 20.552227 -38.095726
-16.750000 20.550929 -38.094429
-16.750000 20.682000 -38.091499
-16.750000 20.689071 -38.094429
-16.744226 20.687773 -38.095726
-16.742929 20.682000 -38.094429
-16.750000 20.692000 -38.101501
-16.742929 20.689071 -38.101501
-16.744226 20.687773 -38.095726
-16.750000 20.689071 -38.094429
-16.740000 20.682000 -38.101501
-16.742929 20.682000 -38.094429
-16.744226 20.687773 -38.095726
-16.742929 20.689071 -38.101501
-16.740000 20.558000 -38.106499
-16.742929 20.558000 -38.113571
-16.744226 20.552227 -38.112274
-16.742929 20.550929 -38.106499
-16.750000 20.558000 -38.116501
-16.750000 20.550929 -38.113571
-16.744226 20.552227 -38.112274
-16.742929 20.558000 -38.113571
-16.750000 20.548000 -38.106499
-16.742929 20.550929 -38.106499
-16.744226 20.552227 -38.112274
-16.750000 20.550929 -38.113571
-16.740000 20.682000 -38.106499
-16.742929 20.689071 -38.106499
-16.744226 20.687773 -38.112274
-16.742929 20.682000 -38.113571
-16.750000 20.692000 -38.106499
-16.750000 20.689071 -38.113571
-16.744226 20.687773 -38.112274
-16.742929 20.689071 -38.106499
-16.750000 20.682000 -38.116501
-16.742929 20.682000 -38.113571
-16.744226 20.687773 -38.112274
-16.750000 20.689071 -38.113571
-17.250000 20.558000 -38.091499
-17.250000 20.550929 -38.094429
-17.255774 20.552227 -38.095726
-17.257071 20.558000 -38.094429
-17.250000 20.548000 -38.101501
-17.257071 20.550929 -38.101501
-17.255774 20.552227 -38.095726
-17.250000 20.550929 -38.094429
-17.260000 20.558000 -38.101501
-17.257071 20.558000 -38.094429
-17.255774 20.552227 -38.095726
-17.257071 20.550929 -38.101501
-17.250000 20.682000 -38.091499
-17.257071 20.682000 -38.094429
-17.255774 20.687773 -38.095726
-17.250000 20.689071 -38.094429
-17.260000 20.682000 -38.101501
-17.257071 20.689071 -38.101501
-17.255774 20.687773 -38.095726
-17.257071 20.682000 -38.094429
-17.250000 20.692000 -38.101501
-17.250000 20.689071 -38.094429
-17.255774 20.687773 -38.095726
-17.257071 20.689071 -38.101501
-17.260000 20.558000 -38.106499
-17.257071 20.550929 -38.106499
-17.255774 20.552227 -38.112274
-17.257071 20.558000 -38.113571
-17.250000 20.548000 -38.106499
-17.250000 20.550929 -38.113571
-17.255774 20.552227 -38.112274
-17.257071 20.550929 -38.106499
-17.250000 20.558000 -38.116501
-17.257071 20.558000 -38.113571
-17.255774 20.552227 -38.112274
-17.250000 20.550929 -38.113571
-17.250000 20.682000 -38.116501
-17.250000 20.689071 -38.113571
-17.255774 20.687773 -38.112274
-17.257071 20.682000 -38.113571
-17.250000 20.692000 -38.106499
-17.257071 20.689071 -38.106499
-17.255774 20.687773 -38.112274
-17.250000 20.689071 -38.113571
-17.260000 20.682000 -38.106499
-17.257071 20.682000 -38.113571
-17.255774 20.687773 -38.112274
-17.257071 20.689071 -38.106499
-16.740000 20.558000 -38.101501
-16.740000 20.558000 -38.106499
-16.742929 20.550929 -38.106499
-16.742929 20.550929 -38.101501
-16.750000 20.548000 -38.106499
-16.750000 20.548000 -38.101501
-16.750000 20.548000 -38.101501
-17.250000 20.548000 -38.101501
-17.250000 20.550929 -38.094429
-16.750000 20.550929 -38.094429
-16.750000 20.550929 -38.094429
-17.250000 20.550929 -38.094429
-17.250000 20.558000 -38.091499
-16.750000 20.558000 -38.091499
-17.250000 20.548000 -38.101501
-17.250000 20.548000 -38.106499
-17.257071 20.550929 -38.106499
-17.257071 20.550929 -38.101501
-17.260000 20.558000 -38.106499
-17.260000 20.558000 -38.101501
-16.750000 20.558000 -38.116501
-17.250000 20.558000 -38.116501
-17.250000 20.550929 -38.113571
-16.750000 20.550929 -38.113571
-16.750000 20.550929 -38.113571
-17.250000 20.550929 -38.113571
-17.250000 20.548000 -38.106499
-16.750000 20.548000 -38.106499
-16.750000 20.682000 -38.091499
-17.250000 20.682000 -38.091499
-17.250000 20.689071 -38.094429
-16.750000 20.689071 -38.094429
-16.750000 20.689071 -38.094429
-17.250000 20.689071 -38.094429
-17.250000 20.692000 -38.101501
-16.750000 20.692000 -38.101501
-16.750000 20.692000 -38.101501
-16.750000 20.692000 -38.106499
-16.742929 20.689071 -38.106499
-16.742929 20.689071 -38.101501
-16.740000 20.682000 -38.106499
-16.740000 20.682000 -38.101501
-16.750000 20.692000 -38.106499
-17.250000 20.692000 -38.106499
-17.250000 20.689071 -38.113571
-16.750000 20.689071 -38.113571
-16.750000 20.689071 -38.113571
-17.250000 20.689071 -38.113571
-17.250000 20.682000 -38.116501
-16.750000 20.682000 -38.116501
-17.260000 20.682000 -38.101501
-17.260000 20.682000 -38.106499
-17.257071 20.689071 -38.106499
-17.257071 20.689071 -38.101501
-17.250000 20.692000 -38.106499
-17.250000 20.692000 -38.101501
-16.750000 20.558000 -38.091499
-16.750000 20.682000 -38.091499
-16.742929 20.682000 -38.094429
-16.742929 20.558000 -38.094429
-16.742929 20.558000 -38.094429
-16.742929 20.682000 -38.094429
-16.740000 20.682000 -38.101501
-16.740000 20.558000 -38.101501
-17.260000 20.558000 -38.101501
-17.260000 20.682000 -38.101501
-17.257071 20.682000 -38.094429
-17.257071 20.558000 -38.094429
-17.257071 20.558000 -38.094429
-17.257071 20.682000 -38.094429
-17.250000 20.682000 -38.091499
-17.250000 20.558000 -38.091499
-16.740000 20.558000 -38.106499
-16.740000 20.682000 -38.106499
-16.742929 20.682000 -38.113571
-16.742929 20.558000 -38.113571
-16.742929 20.558000 -38.113571
-16.742929 20.682000 -38.113571
-16.750000 20.682000 -38.116501
-16.750000 20.558000 -38.116501
-17.250000 20.558000 -38.116501
-17.250000 20.682000 -38.116501
-17.257071 20.682000 -38.113571
-17.257071 20.558000 -38.113571
-17.257071 20.558000 -38.113571
-17.257071 20.682000 -38.113571
-17.260000 20.682000 -38.106499
-17.260000 20.558000 -38.106499
-16.740000 20.558000 -38.101501
-16.740000 20.682000 -38.101501
-16.740000 20.682000 -38.106499
-16.740000 20.558000 -38.106499
42.250000 20.558000 -68.091499
41.750000 20.558000 -68.091499
41.750000 20.682000 -68.091499
42.250000 20.682000 -68.091499
42.250000 20.558000 -68.116493
42.250000 20.682000 -68.116493
41.750000 20.682000 -68.116493
41.750000 20.558000 -68.116493
42.250000 20.692000 -68.101494
41.750000 20.692000 -68.101494
41.750000 20.692000 -68.106499
42.250000 20.692000 -68.106499
41.740002 20.558000 -68.101494
41.740002 20.558000 -68.106499
41.740002 20.682000 -68.106499
41.740002 20.682000 -68.101494
42.250000 20.548000 -68.101494
42.250000 20.548000 -68.106499
41.750000 20.548000 -68.106499
41.750000 20.548000 -68.101494
42.259998 20.558000 -68.101494
42.257072 20.550929 -68.101494
42.255772 20.552227 -68.095726
42.257072 20.558000 -68.094429
42.250000 20.548000 -68.101494
42.250000 20.550929 -68.094429
42.255772 20.552227 -68.095726
42.257072 20.550929 -68.101494
42.250000 20.558000 -68.091499
42.257072 20.558000 -68.094429
42.255772 20.552227 -68.095726
42.250000 20.550929 -68.094429
42.250000 20.682000 -68.091499
42.250000 20.689071 -68.094429
42.255772 20.687773 -68.095726
42.257072 20.682000 -68.094429
42.250000 20.692000 -68.101494
42.257072 20.689071 -68.101494
42.255772 20.687773 -68.095726
42.250000 20.689071 -68.094429
42.259998 20.682000 -68.101494
42.257072 20.682000 -68.094429
42.255772 20.687773 -68.095726
42.257072 20.689071 -68.101494
42.259998 20.558000 -68.106499
42.257072 20.558000 -68.113564
42.255772 20.552227 -68.112267
42.257072 20.550929 -68.106499
42.250000 20.558000 -68.116493
42.250000 20.550929 -68.113564
42.255772 20.552227 -68.112267
42.257072 20.558000 -68.113564
42.250000 20.548000 -68.106499
42.257072 20.550929 -68.106499
42.255772 20.552227 -68.112267
42.250000 20.550929 -68.113564
42.259998 20.682000 -68.106499
42.257072 20.689071 -68.106499
42.255772 20.687773 -68.112267
42.257072 20.682000 -68.113564
42.250000 20.692000 -68.106499
42.250000 20.689071 -68.113564
42.255772 20.687773 -68.112267
42.257072 20.689071 -68.106499
42.250000 20.682000 -68.116493
42.257072 20.682000 -68.113564
42.255772 20.687773 -68.112267
42.250000 20.689071 -68.113564
41.750000 20.558000 -68.091499
41.750000 20.550929 -68.094429
41.744228 20.552227 -68.095726
41.742928 20.558000 -68.094429
41.750000 20.548000 -68.101494
41.742928 20.550929 -68.101494
41.744228 20.552227 -68.095726
41.750000 20.550929 -68.094429
41.740002 20.558000 -68.101494
41.742928 20.558000 -68.094429
41.744228 20.552227 -68.095726
41.742928 20.550929 -68.101494
41.750000 20.682000 -68.091499
41.742928 20.682000 -68.094429
41.744228 20.687773 -68.095726
41.750000 20.689071 -68.094429
41.740002 20.682000 -68.101494
41.742928 20.689071 -68.101494
41.744228 20.687773 -68.095726
41.742928 20.682000 -68.094429
41.750000 20.692000 -68.101494
41.750000 20.689071 -68.094429
41.744228 20.687773 -68.095726
41.742928 20.689071 -68.101494
41.740002 20.558000 -68.106499
41.742928 20.550929 -68.106499
41.744228 20.552227 -68.112267
41.742928 20.558000 -68.113564
41.750000 20.548000 -68.106499
41.750000 20.550929 -68.113564
41.744228 20.552227 -68.112267
41.742928 20.550929 -68.106499
41.750000 20.558000 -68.116493
41.742928 20.558000 -68.113564
41.744228 20.552227 -68.112267
41.750000 20.550929 -68.113564
41.750000 20.682000 -68.116493
41.750000 20.689071 -68.113564
41.744228 20.687773 -68.112267
41.742928 20.682000 -68.113564
41.750000 20.692000 -68.106499
41.742928 20.689071 -68.106499
41.744228 20.687773 -68.112267
41.750000 20.689071 -68.113564
41.740002 20.682000 -68.106499
41.742928 20.682000 -68.113564
41.744228 20.687773 -68.112267
41.742928 20.689071 -68.106499
42.259998 20.558000 -68.101494
42.259998 20.558000 -68.106499
42.257072 20.550929 -68.106499
42.257072 20.550929 -68.101494
42.250000 20.548000 -68.106499
42.250000 20.548000 -68.101494
42.250000 20.548000 -68.101494
41.750000 20.548000 -68.101494
41.750000 20.550929 -68.094429
42.250000 20.550929 -68.094429
42.250000 20.550929 -68.094429
41.750000 20.550929 -68.094429
41.750000 20.558000 -68.091499
42.250000 20.558000 -68.091499
41.750000 20.548000 -68.101494
41.750000 20.548000 -68.106499
41.742928 20.550929 -68.106499
41.742928 20.550929 -68.101494
41.740002 20.558000 -68.106499
41.740002 20.558000 -68.101494
42.250000 20.558000 -68.116493
41.750000 20.558000 -68.116493
41.750000 20.550929 -68.113564
42.250000 20.550929 -68.113564
42.250000 20.550929 -68.113564
41.750000 20.550929 -68.113564
41.750000 20.548000 -68.106499
42.250000 20.548000 -68.106499
42.250000 20.682000 -68.091499
41.750000 20.682000 -68.091499
41.750000 20.689071 -68.094429
42.250000 20.689071 -68.094429
42.250000 20.689071 -68.094429
41.750000 20.689071 -68.094429
41.750000 20.692000 -68.101494
42.250000 20.692000 -68.101494
42.250000 20.692000 -68.101494
42.250000 20.692000 -68.106499
42.257072 20.689071 -68.106499
42.257072 20.689071 -68.101494
42.259998 20.682000 -68.106499
42.259998 20.682000 -68.101494
42.250000 20.692000 -68.106499
41.750000 20.692000 -68.106499
41.750000 20.689071 -68.113564
42.250000 20.689071 -68.113564
42.250000 20.689071 -68.113564
41.750000 20.689071 -68.113564
41.750000 20.682000 -68.116493
42.250000 20.682000 -68.116493
41.740002 20.682000 -68.101494
41.740002 20.682000 -68.106499
41.742928 20.689071 -68.106499
41.742928 20.689071 -68.101494
41.750000 20.692000 -68.106499
41.750000 20.692000 -68.101494
42.250000 20.558000 -68.091499
42.250000 20.682000 -68.091499
42.257072 20.682000 -68.094429
42.257072 20.558000 -68.094429
42.257072 20.558000 -68.094429
42.257072 20.682000 -68.094429
42.259998 20.682000 -68.101494
42.259998 20.558000 -68.101494
41.740002 20.558000 -68.101494
41.740002 20.682000 -68.101494
41.742928 20.682000 -68.094429
41.742928 20.558000 -68.094429
41.742928 20.558000 -68.094429
41.742928 20.682000 -68.094429
41.750000 20.682000 -68.091499
41.750000 20.558000 -68.091499
42.259998 20.558000 -68.106499
42.259998 20.682000 -68.106499
42.257072 20.682000 -68.113564
42.257072 20.558000 -68.113564
42.257072 20.558000 -68.113564
42.257072 20.682000 -68.113564
42.250000 20.682000 -68.116493
42.250000 20.558000 -68.116493
41.750000 20.558000 -68.116493
41.750000 20.682000 -68.116493
41.742928 20.682000 -68.113564
41.742928 20.558000 -68.113564
41.742928 20.558000 -68.113564
41.742928 20.682000 -68.113564
41.740002 20.682000 -68.106499
41.740002 20.558000 -68.106499
42.259998 20.558000 -68.101494
42.259998 20.682000 -68.101494
42.259998 20.682000 -68.106499
42.259998 20.558000 -68.106499
-42.750000 20.558000 -73.091499
-43.250000 20.558000 -73.091499
-43.250000 20.682000 -73.091499
-42.750000 20.682000 -73.091499
-42.750000 20.558000 -73.116493
-42.750000 20.682000 -73.116493
-43.250000 20.682000 -73.116493
-43.250000 20.558000 -73.116493
-42.750000 20.692000 -73.101494
-43.250000 20.692000 -73.101494
-43.250000 20.692000 -73.106499
-42.750000 20.692000 -73.106499
-43.259998 20.558000 -73.101494
-43.259998 20.558000 -73.106499
-43.259998 20.682000 -73.106499
-43.259998 20.682000 -73.101494
-42.750000 20.548000 -73.101494
-42.750000 20.548000 -73.106499
-43.250000 20.548000 -73.106499
-43.250000 20.548000 -73.101494
-42.740002 20.558000 -73.101494
-42.742928 20.550929 -73.101494
-42.744228 20.552227 -73.095726
-42.742928 20.558000 -73.094429
-42.750000 20.548000 -73.101494
-42.750000 20.550929 -73.094429
-42.744228 20.552227 -73.095726
-42.742928 20.550929 -73.101494
-42.750000 20.558000 -73.091499
-42.742928 20.558000 -73.094429
-42.744228 20.552227 -73.095726
-42.750000 20.550929 -73.094429
-42.750000 20.682000 -73.091499
-42.750000 20.689071 -73.094429
-42.744228 20.687773 -73.095726
-42.742928 20.682000 -73.094429
-42.750000 20.692000 -73.101494
-42.742928 20.689071 -73.101494
-42.744228 20.687773 -73.095726
-42.750000 20.689071 -73.094429
-42.740002 20.682000 -73.101494
-42.742928 20.682000 -73.094429
-42.744228 20.687773 -73.095726
-42.742928 20.689071 -73.101494
-42.740002 20.558000 -73.106499
-42.742928 20.558000 -73.113564
-42.744228 20.552227 -73.112267
-42.742928 20.550929 -73.106499
-42.750000 20.558000 -73.116493
-42.750000 20.550929 -73.113564
-42.744228 20.552227 -73.112267
-42.742928 20.558000 -73.113564
-42.750000 20.548000 -73.106499
-42.742928 20.550929 -73.106499
-42.744228 20.552227 -73.112267
-42.750000 20.550929 -73.113564
-42.740002 20.682000 -73.106499
-42.742928 20.689071 -73.106499
-42.744228 20.687773 -73.112267
-42.742928 20.682000 -73.113564
